נתוני מסחר - ניירות ערך,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שם,מס' ני''ע,סוג ני''ע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמנת,654012, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמפא,1225200, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמפא      אגח א,1229285,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמפא    מסחרי 1,1226950,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמריקן אק אגח א,1225887,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמריקן אק אגח ב,1234814,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אמת,382010, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנגל שלמה,180018, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנלייבקס,1158997, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנלייט אנ  אג ח,1218130, איגרות חוב להמרה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנלייט אנ אגח ד,7200256,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנלייט אנר אג ג,7200249, איגרות חוב להמרה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנלייט אנר אגחו,7200173,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנלייט אנר אגחז,1218122,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנלייט אנרגיה,720011, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנליסט,1080613, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנקור הזד אגח ב,1206622,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנקור הזד אגח ג,1220482,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנקור פרופ אגחג,1188739,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנקור פרופ אגחד,1204403,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנקור פרופ אגחה,1226844,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנרג'יאן,1155290, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנרג'ין,1172071, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנרג'יקס,1123355, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנרג'יקס   אג ב,1168483, איגרות חוב להמרה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנרג'יקס   אפ 4,1233717, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנרג'יקס  אגח א,1161751,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנשי העיר,1198266, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנשי העיר אגח א,1198175,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אנשי העיר אגח ב,1231232,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אסאר אקורד,422014, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אסאר אקורד אגחב,4220372,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אסאר אקורד אגחג,1214790,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אסטיגי,550012, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אספן גרופ,313015, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אספן גרופ אגח ח,3130390,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אספן גרופ אגח ט,3130424,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אספן גרופ אגח י,1229160,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אספן גרופ אגחיא,1235852,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפולו פאוור,1082114, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפולו פאוור אפ9,1233006, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכס מסחרי 5,1223668,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים,1091354, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים אגח ח,1142231,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים אגח י,1160878,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים אגחטו,1199603,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים אגחטז,1210947,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים אגחיב,1173764,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים אגחיג,1178292,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים אגחיד,1184530,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי נכסים אגחיז,1220383,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי קפיטל,1181437, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי קפיטל אגח ג,1199744,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי קפיטל אגח ד,1212489,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפי קפיטל אגח ה,1217421,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפיטומי מדיקל,1182591, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפסלון ברנדס,456012, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפקון החז  אפ 1,1225846, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפקון החז אגח ד,5780168,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפקון החז אגח ה,1225838,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפקון החזקות,578013, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפריקה מג אגח ה,1162825,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפריקה מג אגח ו,1235878,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אפריקה מגורים,1097948, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקויטל,755017, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקויטל    אגח 3,7550148,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקויטל    אגח 4,1197607,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקונרג'י,1178334, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקונרג'י  אגח ב,1214428,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקונרג'י  אגח ג,1235233,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקונרג'י אג א,1182518, איגרות חוב להמרה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקס טי אל,1085497, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסון ויז'ן,1227552, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסון ויזן אפ1,1227560, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסטל     אגח ד,1183169,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסטל     אגח ה,1218635,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסיליון,383018, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסיליון אפ 5,1204064, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסיליון אפ 6,1204072, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסיליון אפ 7,1217280, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסל,770016, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסל      אגח א,1234673,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקסל      אפ 11,1234699, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקרו,1184902, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקרו      אגח א,1188572,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקרו      אגח ב,1226059,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אר פי אופטיקל,1222462, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אראסאל,299016, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארבה אג א,1207489, איגרות חוב להמרה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארבה רובוטיקס,1179662, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארגו פרופ  אג 1,1230705, איגרות חוב להמרה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארגו פרופרטיז,1175371, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארד,1091651, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארזים     אגח 2,1380047,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארזים     אגח 4,1380104,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארי נדלן,366013, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארי נדלן   אפ 1,1212349, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארי נדלן  אגח א,3660156,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארי נדלן  אגח ב,1212331,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אריקה כרמל,1178912, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארית תעשיות,587014, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארן,1085265, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארפורט    אגח ה,1133487,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארפורט    אגח ט,1160944,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארפורט    אגח י,1195981,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארפורט   אגח יא,1195999,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארפורט   אגח יב,1211564,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארפורט   אגח יג,1232834,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארפורט   אגח יד,1232842,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ארפורט סיטי,1095835, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום נכ אגח 9,2510170,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום נכ אגח10,2510204,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום נכ אגח11,2510238,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום נכ אגח12,2510279,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום נכ אגח13,2510303,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום נכ אגח14,1201896,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום קב אגח ג,1140102,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום קב אגח ד,1182989,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום קב אגח ה,1199579,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשטרום קבוצה,1132315, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשל הירדן אגח ב,1215219,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אשל הירדן אגח ג,1225317,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
באבלס,1105139, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
באטמ,1158823, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
באפ טכנו',1179043, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בול מסחר אגח ב,1187061,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בול מסחר-ש,1176635, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בוליגו,1180595, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בונוס ביוגרופ,485011, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בוני תיכון,531012, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בוני תיכון אגחכ,5310305,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בוני תכון אגחכא,1198829,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בוני תכון אגחכב,1218007,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בוני תכון אגחכג,1233691,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזא,1198910, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזן,2590248, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזן       אגח י,2590511,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזן      אגח טו,1211986,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזן      אגח יב,2590578,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזן      אגח יג,1195346,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזק,230011, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזק      אגח 11,2300234,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזק      אגח 12,2300242,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזק      אגח 13,2300309,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בזק      אגח 14,2300317,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג,1097260, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג        אפ 7,1214345, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג       אגח ט,1141050,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג       אגח כ,1186188,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח טו,1162221,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח טז,1168442,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח יא,1151117,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח יב,1156231,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח יג,1159516,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח יז,1168459,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח יח,1174226,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח יט,1181007,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח כא,1202217,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח כב,1224948,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח כג,1224955,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח כד,1227032,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג      אגח כה,1236181,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג     מסחרי 5,1223114,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביג-טק 50 יהש,1172295,יחידת השתתפות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביו דבש,1082346, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביו ויו,1096049, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביו מיט    אפ 1,1187590, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביו מיט    אפ 2,1201375, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביולייט,1095223, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביולייט   אפ 10,1229327, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביוליין,1101518, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביומיט פוד  יהש,1173905,יחידת השתתפות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ביונ תלת מימד-ש,1175561, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפ התח כו,1185537,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפ התח כז,1189497,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפ מסחרי1,1228477,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפ מסחרי2,1232099,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפ מסחרי3,1238245,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפק אגחיב,1182385,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפק אגחיג,1228469,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפק אגחיד,1238237,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינל הנפק התחכה,1167030,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בינלאומי,593038, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בירמן,530014, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית בכפר,1183656, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית בכפר   אפ 1,1221282, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית בכפר  אגח א,1221274,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית הזהב,235010, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית הזהב  אגח ד,2350130,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית וגג,1185362, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית וגג   אגח א,1224989,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית זיקוק אגח 2,1199488,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית זיקוק אגח 3,1215136,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית שמש,1081561, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בכורי שדה,1172618, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלאקאדג',1172337, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלאקאדג'  אגח ג,1206663,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלאקאדג'  אגח ד,1215110,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלאקאדג'  אגח ה,1228782,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלדי,1212539, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלדי       אפ 1,1216662, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלדי      אגח 1,1212455,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלו וייב-ש,1096890, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלייד ריינ אפ 1,1208594, כתבי אופציה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלייד ריינג'ר,1170513, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בליץ-ש,424010, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בלנדר,1172097, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בסר הנדסה אגח א,1229418,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בריינסוויי,1100718, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בריל,399014, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברימאג,1094283, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברם תעשיות,1094515, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברן,286013, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברן אג ג-ס,2860237, איגרות חוב להמרה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברנד,536011, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברנד אגח ב,1211937,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברק בית השקעות,1104363, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברקת,1178276, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברקת קפ   אגח א,1216746,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גאון אחז  אגח ה,1206564,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גאון אחז אג ד-ש,1198324, איגרות חוב להמרה ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גאון אחזקות-ש,1104744, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גאון קבוצה,454017, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גב ים,759019, מניות,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גב ים     אגח ח,7590151,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גב ים     אגח ט,7590219,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גב ים     אגח י,7590284,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גב ים    אגח יא,1208339,איגרות חוב,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
